age,educ,logearn
71,2,7.967145
40,4,6.8380728
50,2,6.0919886
38,3,7.456316
39,3,6.5118494
42,2,7.5806999
60,1,6.3368258
65,4,6.9268026
41,3,7.6569896
31,3,6.6200733
39,4,7.3870902
61,3,6.3969297
45,4,7.2723985
35,2,6.956831
54,2,6.9077554
50,3,6.5147128
53,2,7.1833396
22,2,6.6406598
53,3,7.0900769
58,1,6.7631688
59,1,7.3132205
34,2,7.8739786
46,2,6.3577037
33,2,6.779922
34,2,6.9077554
52,2,6.1737862
64,3,6.7334018
40,2,6.2146082
43,4,7.5098829
35,3,7.3987861
27,1,6.9275579
23,1,5.7037826
37,2,7.0833879
35,4,6.8596148
60,2,6.4614682
37,3,7.130899
26,2,7.0210838
48,2,6.5510802
31,3,6.6450911
57,4,7.0030656
26,2,6.2728772
23,4,6.3885612
45,3,3.6888795
68,3,5.8861041
27,4,6.4614682
29,3,5.9914646
25,4,5.9914646
56,5,7.967145
30,5,7.115387
25,4,7.4558768
28,4,6.5792513
38,4,7.7014399
59,5,7.3003106
34,2,6.6720328
62,4,7.8617849
44,4,7.2327332
41,2,6.6790967
71,4,5.4413781
66,4,7.7440023
43,4,7.2331738
44,5,7.8617849
66,3,6.2633982
53,3,7.0501227
57,2,6.6200733
41,3,7.7848229
42,2,5.9914646
41,3,6.3456364
32,2,6.5510802
65,5,6.8023949
38,2,6.6720328
39,2,6.7153835
61,2,5.857933
37,2,6.1737862
31,3,6.6280413
35,2,6.8875527
36,2,5.676754
29,3,6.3969297
24,2,7.0900769
46,2,6.9077554
57,3,6.6821084
60,3,5.5514078
26,1,6.2146082
51,3,6.1345472
44,5,7.4558768
52,2,6.6846118
47,3,7.0508509
39,4,6.5400195
34,5,6.5400195
51,4,7.4232163
56,1,6.64539
55,1,7.1785455
41,2,6.2146082
44,3,7.5202346
58,4,7.967145
29,3,7.4924541
46,3,6.5792513
34,2,5.9914646
44,4,7.4730692
32,3,6.6846118
56,2,6.8875527
48,4,6.4222398
46,4,6.3561077
53,2,6.2534442
30,3,6.3279366
31,2,7.0508509
36,5,6.9454942
35,2,6.3279366
72,3,6.7334018
44,4,6.9450512
68,3,6.1345472
39,4,7.3264656
60,4,7.8837628
22,3,5.7525725
45,3,7.397984
41,3,5.6965899
64,5,5.2983174
24,4,6.1633148
27,4,6.3238034
49,2,5.6237288
32,2,6.363028
56,2,6.8875527
35,4,7.8909831
26,4,6.9454942
46,4,6.9450512
34,1,6.1753683
24,3,5.9914646
27,2,7.0508509
22,3,6.2146082
28,3,6.8023949
25,4,7.0210838
51,5,7.6569896
32,4,6.8066525
56,4,7.7440023
45,4,6.4232469
33,2,7.5600805
48,4,6.9077554
42,2,7.3975616
21,2,6.1633148
29,3,7.0501227
30,4,6.0291939
27,3,6.6200733
23,3,6.4377518
48,2,6.8679743
24,2,6.9077554
22,3,6.3969297
50,2,6.9308858
34,4,6.213007
47,2,6.1737862
61,2,6.8875527
58,3,6.6651869
48,2,6.6200733
22,2,7.6009026
55,2,6.5441995
50,3,7.0508509
42,5,7.3991594
29,3,6.6846118
30,3,5.3936276
24,4,7.0501227
54,3,7.3385372
50,2,6.3099184
34,3,6.7153835
31,4,7.7440023
38,4,7.5616417
39,3,6.1753683
48,3,6.9818602
56,3,3.3672957
56,5,7.6381984
21,3,5.0106354
48,4,7.3385372
30,4,6.7764158
48,2,6.5792513
66,3,6.8037271
48,2,7.3873253
52,3,6.3577037
40,5,7.260572
43,3,5.521461
41,2,5.3045478
54,2,7.4289274
41,4,7.0030656
54,2,6.6846118
56,2,5.2574954
63,4,7.8834462
53,5,5.659482
44,3,7.0673795
27,2,6.64539
44,2,7.0030656
22,2,5.9914646
50,5,7.967145
38,5,7.967145
39,3,7.0030656
32,2,7.21524
34,2,7.495542
28,4,7.1612029
41,3,6.9077554
42,5,7.0833879
47,4,7.4451432
47,2,7.130899
51,5,7.6569896
50,2,7.130899
65,1,5.2983174
36,1,6.6200733
56,4,7.9669337
54,2,7.3385372
57,2,3.3672957
53,5,7.967145
41,3,7.0508509
57,4,7.967145
47,4,7.5616417
48,2,7.3132205
55,3,7.1608458
35,3,6.6846118
67,1,5.6629605
22,2,6.253829
55,5,6.6333184
41,3,6.7334018
50,2,6.253829
60,3,6.64539
51,3,6.4614682
65,3,4.9305816
22,4,5.7170277
21,2,6.2344108
27,3,6.9515328
30,2,6.6260552
50,2,6.3969297
49,3,6.258625
30,3,6.9077554
22,2,6.1737862
64,1,6.7153835
63,2,6.1372948
28,3,5.7268476
68,5,7.0673795
33,4,7.467371
43,2,5.8861041
52,5,7.7848229
26,4,7.0836396
60,4,7.967145
45,3,7.6569896
32,4,7.130899
29,2,7.2050037
49,4,7.5616779
53,5,7.8391318
64,5,4.9698133
48,2,7.0030656
65,5,7.7437034
44,2,7.2619271
29,5,7.1612029
51,4,7.967145
51,3,6.9077554
35,4,6.9302211
32,4,6.5395861
62,5,7.6660395
68,2,6.8277049
30,2,7.130899
53,4,7.8240461
60,2,6.5510802
40,2,5.8861041
35,3,6.6200733
46,2,6.6846118
34,3,6.6450911
28,3,7.377759
53,2,6.7093043
39,4,7.3003106
32,2,7.967145
56,2,7.0210838
58,5,7.8834462
41,2,7.0501227
24,3,6.7153835
61,3,6.2146082
47,2,7.2225661
70,5,7.8083229
54,4,7.9638081
66,5,7.5616779
49,3,7.0796056
71,5,7.967145
50,3,7.2442274
42,2,7.20786
25,3,6.0867748
29,1,6.3577037
36,2,6.6200733
28,2,7.0033383
45,2,7.0030656
51,2,6.4297194
67,5,7.967145
43,3,7.456316
66,1,6.2915692
56,5,7.4558768
44,4,7.0169506
57,4,7.6657534
43,1,6.6333184
60,4,7.0895352
39,1,7.0340443
40,1,5.857933
23,4,6.2633982
37,1,6.1633148
46,1,6.612041
50,5,6.5395861
51,2,6.2121048
39,4,7.3385372
52,4,7.0508509
58,4,7.7440023
51,3,6.9638424
56,3,7.6386414
64,2,5.0106354
25,1,7.0900769
66,5,6.8023949
48,1,6.2915692
57,2,5.8344598
53,1,5.9401712
68,3,6.1737862
41,1,5.7037826
48,3,6.4251933
39,1,5.7807436
56,5,7.3132205
23,2,6.0520892
37,2,7.2827611
41,3,5.9914646
35,2,5.857933
26,2,5.8478827
28,2,6.5042882
46,3,6.9342999
30,2,6.9450512
34,1,5.9914646
35,1,5.8066397
60,1,6.8023949
45,5,5.7037826
53,4,5.2590566
45,2,7.3351126
27,3,5.480639
31,5,7.6838961
28,5,7.467371
29,4,6.6200733
48,1,6.1737862
35,5,7.1701198
36,5,7.967145
32,1,5.7037826
52,2,7.3351126
52,4,7.1701198
34,3,6.868526
51,5,6.3099184
40,2,7.2050037
47,5,7.8240461
30,4,7.5616679
31,1,6.3561077
58,1,4.6051702
23,2,7.6009026
32,2,6.6450911
35,1,5.857933
43,4,6.5118494
37,3,7.967145
33,5,7.377759
25,4,7.3132205
25,4,7.0900769
69,1,7.3132205
30,4,7.1701198
47,2,6.6846118
28,5,7.6568103
58,5,6.779922
38,1,6.0637851
42,3,7.130899
67,2,6.5220928
24,4,6.9818602
45,2,6.0867748
35,2,7.6568103
70,1,6.0985236
37,4,7.967145
22,4,5.9914646
50,2,6.3969297
32,3,6.6463904
21,3,5.2983174
47,2,7.6009026
59,4,7.7848229
39,1,6.1092477
35,2,7.495542
59,5,7.8240461
23,4,6.5118494
33,3,5.7268476
26,4,6.6941781
68,3,6.5400195
59,5,7.5516281
45,5,7.967145
45,2,6.5220928
34,4,7.130899
52,2,6.9638424
30,1,6.4457197
40,1,6.3969297
61,3,6.8883276
26,3,4.8283138
59,5,7.6009026
55,3,7.0900769
22,3,5.2983174
24,3,6.3099184
50,4,7.7440023
45,4,7.7012
64,4,6.5220928
63,4,6.6933236
21,2,7.2048926
64,2,6.4815769
40,2,6.9637575
57,3,7.2740011
24,4,6.3969297
26,3,5.2983174
64,3,6.9565454
26,4,6.3969297
50,2,6.8277049
54,3,7.58148
25,1,5.7037826
34,4,6.3403592
50,3,6.1737862
34,3,6.6846118
59,2,6.2915692
51,2,6.9342999
50,2,6.8243737
52,1,6.3969297
47,1,5.7037826
53,3,6.8243737
25,3,5.857933
30,4,6.5400195
30,3,5.768321
60,4,6.6846118
33,4,6.4769726
46,4,7.0900769
49,3,7.2048926
68,4,7.130899
57,3,7.0354886
42,1,6.0014148
42,1,6.0014148
50,4,5.7037826
51,2,6.9990573
22,2,6.6871085
22,2,5.2983174
40,3,6.5510802
36,5,7.3752556
65,1,6.4222398
30,2,6.5792513
24,2,7.2048926
44,4,7.3752556
54,3,6.8277049
34,5,6.6200733
34,4,7.5616779
58,5,5.9914646
63,4,7.161777
34,3,7.5616417
26,3,5.857933
40,3,6.3969297
46,2,6.1092477
51,2,6.1092477
67,3,6.8276291
40,4,6.3168759
32,1,6.0867748
28,1,6.5220928
49,4,6.5400195
24,3,6.3577037
51,2,6.7631688
59,3,7.0900769
30,2,6.5072775
22,2,6.1737862
60,4,7.8240461
36,1,5.1929569
42,3,7.21524
50,3,6.1737862
27,4,6.9077554
23,3,6.8824377
53,3,7.8438487
27,2,6.3577037
61,3,7.5616779
28,2,7.5616779
59,2,6.5510802
54,1,6.6846118
50,3,4.9305816
26,4,7.4383836
68,2,6.9847164
58,3,6.4692502
32,3,6.64539
21,3,5.4161005
40,1,7.9638081
38,3,6.9077554
37,4,7.467371
30,2,7.0210838
53,5,7.3752556
46,3,5.7838254
54,5,7.2442274
21,2,5.7990928
26,2,6.3168759
34,2,5.7037826
30,1,6.5666723
67,5,6.007338
38,3,7.0508509
47,3,6.9450512
43,3,7.0501227
36,4,6.5400195
59,2,6.6200733
47,5,7.3752556
25,5,6.9638424
41,3,6.7405195
60,2,7.0900769
36,5,6.8023949
22,3,5.6419072
21,3,5.8861041
48,3,7.3132205
34,4,7.1147695
22,3,5.521461
33,3,6.4160786
27,3,7.5103869
51,3,7.2048926
51,3,6.2915692
23,3,6.2915692
33,2,6.3561077
57,2,7.115387
31,5,6.6333184
57,4,7.5103869
66,4,3.7784915
31,4,6.868526
35,4,7.467371
34,3,7.1760173
42,5,7.6569896
30,1,5.9661469
44,4,7.7440023
25,4,6.8405466
23,4,7.4383836
33,4,6.2146082
23,3,5.6629605
46,2,6.6071634
42,4,6.3561077
55,4,7.1853871
56,4,7.1760173
58,5,7.967145
49,4,7.2327332
57,1,7.3132205
28,5,6.8483238
61,1,7.4383836
61,4,7.3632288
51,2,6.9450512
60,4,7.1853871
58,4,7.967145
54,4,7.7440023
42,4,6.6941781
56,2,7.1546154
52,2,6.7286286
23,4,5.5984221
26,4,6.4614682
30,4,6.8480053
36,5,7.5616779
60,2,7.1546154
39,2,6.9077554
46,3,7.115387
29,2,6.9077554
53,5,7.967145
22,2,6.6012301
25,4,7.2050037
61,4,7.4781699
31,4,7.0501227
57,2,7.2331738
30,3,6.6633883
58,2,6.288713
34,3,5.9661469
42,4,6.6333184
54,5,7.3385372
64,4,7.8240461
33,4,7.377759
50,3,6.8200164
23,4,6.7631688
25,2,4.7874918
32,4,6.6846118
42,1,5.5576
43,1,6.0637851
50,2,6.4614682
36,3,6.9454942
40,3,6.5220928
55,4,7.6009026
61,2,6.2915692
60,4,7.5616779
60,2,6.6846118
40,5,7.5103869
49,5,7.456316
33,3,7.2048926
58,2,6.9137373
33,3,6.5147128
73,4,5.521461
26,5,6.6333184
52,4,6.2146082
32,3,6.5147128
24,3,5.8861041
40,5,7.967145
46,2,6.779922
56,5,7.6009026
38,3,7.1754899
61,2,6.7696419
36,4,6.5792513
44,3,6.6200733
49,2,6.64539
54,2,7.5616417
35,3,6.8679743
37,4,6.5940852
59,3,7.0900769
45,4,6.5395861
48,2,6.779922
48,3,6.6283059
26,3,6.6688633
41,1,6.6846118
29,2,5.4434996
32,2,7.6847839
29,2,6.9800758
45,4,6.3099184
45,1,6.3969297
22,3,5.9401712
57,3,6.9077554
37,2,6.312243
41,5,5.5053315
22,2,5.8861041
72,2,4.0943446
46,4,7.6304612
33,1,6.7627296
29,1,5.7838254
31,3,7.3132205
35,4,6.7742238
47,3,7.0900769
45,3,6.5792513
37,2,6.1737862
35,3,6.5400195
30,2,7.2048926
37,1,6.4614682
49,2,7.1228666
41,1,6.682735
45,3,6.4769726
44,3,6.4614682
36,1,6.1092477
28,2,6.4614682
27,2,6.1696105
29,2,6.1158919
29,2,6.0867748
37,3,6.4222398
28,4,5.7990928
29,4,6.6396146
29,4,6.868526
36,3,6.3238034
24,3,6.4160786
55,4,7.8240461
50,4,7.967145
33,2,5.95223
25,4,6.2146082
56,2,7.967145
54,4,7.7014399
34,3,6.9902563
46,1,7.3873253
41,5,7.0900769
35,2,6.3168759
31,3,6.6280413
55,4,6.7631688
32,4,6.3969297
27,3,6.8875527
33,2,6.7334018
22,3,5.857933
21,3,5.3471074
22,3,5.4161005
23,4,5.7037826
36,4,7.6569896
72,5,5.4413781
58,4,7.0166097
64,2,7.1903744
62,2,6.0112672
53,4,7.5103869
27,2,5.6629605
49,2,7.1228666
29,3,5.9625506
60,3,6.9077554
33,3,6.5687799
42,5,7.967145
59,4,6.8276291
33,5,7.7014399
62,5,6.418365
25,4,6.2146082
44,1,6.0014148
33,3,6.8956828
34,4,7.336937
63,4,7.1754899
63,5,7.5912361
41,2,6.6846118
58,3,7.6569896
23,2,6.1092477
55,2,6.2915692
63,3,6.6782413
55,5,7.4223738
37,3,6.2146082
53,3,7.3382382
61,3,7.6220765
54,2,7.495542
55,4,7.2406497
33,4,6.862967
57,3,7.3132205
60,2,7.0508509
59,5,7.4781699
60,5,7.967145
51,5,7.967145
22,4,6.253829
44,2,6.3153582
37,3,6.64539
53,3,6.6846118
22,3,6.84588
41,5,7.0501227
43,2,6.1753683
27,1,6.5220928
22,2,5.358942
31,2,6.8875527
31,3,7.3991594
34,3,6.8875527
47,2,7.0012732
35,4,7.7844734
59,5,7.0166097
37,3,7.2442274
66,2,7.9669337
59,4,6.4245448
45,2,7.3264656
52,4,7.6104717
46,2,7.0900769
49,3,7.377759
56,2,5.9674282
47,5,7.7844734
60,5,6.3577037
56,2,6.4068799
34,3,6.9638424
45,2,6.4769726
37,2,6.779922
54,2,6.856462
50,2,6.779922
59,2,6.5395861
32,3,7.2214413
34,2,7.0210838
45,2,6.4614682
27,4,5.9914646
57,5,6.4191151
51,2,6.0776424
44,5,7.2739944
46,1,6.9061542
36,1,5.7037826
38,5,6.8679743
69,2,5.521461
67,3,6.3969297
67,2,5.8861041
40,3,7.3264656
42,4,7.0030656
53,2,7.1754899
60,3,6.3969297
24,4,6.6846118
52,4,7.7440023
56,2,7.0900769
61,2,6.0112672
37,3,6.5792513
74,4,7.130899
42,2,6.3279366
50,5,7.8240461
63,3,6.64539
51,2,6.253829
22,4,6.8679743
46,2,6.9077554
42,5,7.967145
48,4,7.7437034
47,3,6.9638424
21,3,5.4161005
33,2,5.1929569
52,3,6.8023949
36,2,6.616065
35,3,6.2653012
49,4,6.5118494
61,4,6.8276291
52,1,6.7604146
48,3,6.6941781
38,2,6.253829
29,2,7.1123276
62,2,6.8243737
53,5,6.9077554
24,2,6.8903546
61,3,5.6258211
65,1,7.7832241
62,5,7.967145
57,4,7.967145
24,3,5.7037826
64,5,7.3991594
64,5,7.967145
59,3,6.4297194
64,5,7.3132205
54,5,7.5208578
66,5,5.31074
40,1,7.2739944
26,4,7.377759
66,4,7.0508509
33,4,7.5098829
53,4,7.7440023
59,3,5.2574954
39,3,6.3577037
62,3,5.7990928
40,4,7.467371
59,5,6.7286286
60,1,5.5984221
48,5,7.456316
22,3,5.2983174
36,5,6.7899623
29,2,5.8468723
53,3,7.0501227
64,5,6.7292624
28,3,6.5792513
54,5,7.8085384
35,3,6.7060061
51,3,7.0900769
32,2,6.868526
25,2,5.9914646
42,1,5.7037826
45,2,5.6698809
51,2,5.6691909
47,3,5.6691909
62,3,5.2983174
31,2,7.8917046
73,5,7.0355854
46,3,6.3456364
25,3,6.3543701
33,3,6.7878451
22,2,6.0402546
46,2,7.3385372
47,2,6.5604649
53,2,6.8023949
34,1,6.6333184
38,2,6.4904199
54,2,7.0561752
46,1,4.6051702
63,4,3.6888795
30,4,6.6066504
27,4,6.4614682
54,5,7.2739944
68,2,6.3577037
50,4,6.1737862
47,1,6.1737862
52,2,6.9450512
36,3,7.0900769
38,3,6.5395861
30,4,7.5098829
26,2,6.253829
55,3,6.6450911
40,3,6.9454942
59,3,7.2050037
57,4,7.2191882
33,3,6.9077554
33,4,7.0233135
45,3,6.4769726
61,4,7.967145
49,2,6.9077554
38,1,6.9077554
51,4,6.954639
63,1,7.0501227
53,3,6.5510802
66,2,6.1580377
55,3,6.7334018
52,2,7.1208487
27,2,5.7430034
30,2,6.5792513
50,3,6.363028
40,4,7.53122
40,4,7.130899
23,2,5.9026332
38,3,6.5294189
41,3,6.5940852
47,2,6.4769726
40,5,7.0030656
38,5,6.9226437
52,5,7.5208578
41,4,6.5400195
39,5,7.967145
58,3,7.2034054
67,2,6.8669333
23,1,5.8888779
57,4,7.3385372
63,3,6.64539
29,3,6.5510802
23,2,5.9401712
28,3,7.0058255
35,3,6.9979248
55,3,6.8679743
44,2,5.7037826
67,4,5.3290892
39,4,7.9669337
61,2,6.1092477
37,5,7.7848229
38,4,6.7464123
49,3,6.5510802
27,2,6.5510802
26,2,6.3400064
23,3,6.2728772
46,2,6.9077554
22,3,6.4052286
61,2,7.0030656
61,2,6.9077554
72,2,5.8464389
62,2,6.3279366
40,2,6.363028
29,4,6.4614682
58,4,6.8432169
27,3,6.9565454
38,3,6.253829
36,1,6.3969297
58,1,6.3969297
52,4,6.5117455
22,3,5.3936276
28,2,7.0501227
42,3,6.8511848
42,2,6.6200733
51,5,7.967145
21,3,5.5984221
47,1,6.253829
28,2,5.9401712
23,4,7.3132205
49,4,7.967145
39,3,6.363028
40,4,7.1701198
51,4,7.9262414
51,4,7.130899
53,4,6.64539
30,3,5.4413781
29,4,6.4614682
55,4,7.0508509
41,4,7.9669337
64,3,7.5616779
38,4,7.7012
35,3,6.3577037
27,2,6.537271
34,4,6.868526
54,4,6.9077554
45,2,7.0561752
21,2,6.779922
38,5,7.1701198
69,2,6.0867748
42,5,7.7014399
34,1,6.5220928
21,1,6.3969297
22,3,5.2600961
46,5,7.3581939
27,1,6.3969297
27,4,7.456316
23,1,6.253829
35,3,6.2915692
35,3,6.9077554
35,5,7.2050037
43,3,7.426549
50,4,6.3279366
26,4,7.0169506
40,3,6.7684932
49,2,6.6200733
26,2,6.363028
53,2,6.9077554
61,3,6.8679743
37,2,6.3561077
22,3,6.2146082
40,4,7.8240461
29,2,6.2146082
22,2,5.8861041
32,3,7.037467
32,3,6.5147128
32,3,6.6471696
29,3,6.2146082
35,3,6.4904199
48,5,7.456316
21,3,5.857933
52,3,7.415494
38,4,7.6569896
52,2,6.6333184
46,2,6.363028
33,4,7.130899
47,4,7.7440023
54,3,7.9669337
33,3,6.64539
55,4,7.3382382
28,2,7.0030656
48,2,7.456316
54,2,6.0867748
25,3,5.8464389
52,2,6.64539
27,3,7.0508509
54,5,7.8240461
25,4,6.3561077
43,1,6.7604146
29,3,7.130899
57,4,5.6629605
50,4,7.130899
41,4,7.2050037
55,2,7.967145
60,2,6.253829
42,3,6.5510802
45,4,7.3382382
36,2,6.8669333
24,2,7.6358256
38,3,7.5208578
58,5,7.9669337
30,5,6.3969297
36,3,6.0867748
43,1,6.5220928
60,3,7.2048926
46,4,7.9263244
55,1,5.768321
49,3,7.130899
24,4,5.1647859
50,4,7.967145
44,3,6.868526
35,1,6.3969297
26,2,6.253829
24,3,6.5118494
34,3,7.3388882
60,5,7.967145
26,2,5.768321
59,1,6.3368258
70,1,5.8861041
37,1,6.253829
52,2,7.9083872
65,3,7.3132205
38,5,6.6450911
49,2,7.0900769
24,4,6.6450911
35,1,6.779922
61,2,5.2983174
33,4,7.1462207
29,1,6.3969297
39,5,6.876502
25,3,6.8023949
43,3,6.868526
37,1,7.9193563
48,4,7.8240461
56,3,6.7334018
33,2,6.7452364
35,2,5.7037826
38,4,7.3873253
28,4,6.6846118
58,3,6.6846118
40,3,7.2442274
46,2,6.6933236
50,2,6.9550204
38,4,7.967145
31,5,6.5510802
45,3,6.0919886
36,1,6.5792513
48,2,6.9565454
43,3,4.6051702
34,3,5.768321
66,2,5.4701676
58,5,6.7957058
47,4,7.130899
52,4,7.0836396
36,2,6.5118494
26,2,6.5792513
33,4,6.5395861
23,3,6.4380717
42,3,6.6700816
37,4,7.967145
47,2,6.5510802
55,2,6.5510802
40,4,6.2146082
37,4,7.967145
43,4,7.2331738
37,4,7.4994235
40,4,7.7440023
51,3,6.1070228
24,4,5.8289456
61,2,6.5118494
59,4,7.4558768
33,3,6.6165204
65,3,6.9450512
52,1,6.253829
21,2,6.4380717
33,2,5.7990928
58,2,6.5117455
50,1,6.7604146
35,5,7.3870902
48,4,7.2327332
47,4,7.2327332
45,2,7.130899
25,2,6.5395861
36,4,7.2739944
35,3,5.9914646
49,3,7.3632288
45,3,6.6846118
28,2,6.8023949
43,1,6.6846118
65,5,7.413301
70,3,7.2327332
59,2,6.3279366
24,3,6.1737862
27,3,5.5759492
21,2,4.7874918
38,3,5.9914646
26,3,6.0402546
56,2,6.868526
61,1,6.5510802
60,3,6.6846118
68,2,6.6846118
30,5,7.3264656
57,2,7.20786
50,3,6.1737862
45,5,7.2442274
27,3,5.9114199
53,4,7.4558768
28,3,5.4380794
45,3,7.0475173
57,2,6.7153835
46,3,7.6199498
22,3,6.5512805
22,3,6.5792513
35,3,6.779922
39,4,7.0900769
29,2,6.2146082
35,2,6.5510802
66,3,6.5220928
33,3,6.6846118
75,2,5.0106354
51,4,7.7848229
30,3,6.49224
64,4,6.9077554
57,3,6.5510802
54,1,6.9847164
61,2,6.2146082
72,2,6.6846118
38,5,7.3509593
57,2,6.4614682
26,3,5.2729998
40,2,6.9077554
49,2,6.856462
46,3,6.1070228
56,5,7.967145
51,2,7.1000271
68,3,4.8481164
27,3,6.8023949
38,5,7.2327332
26,2,5.9506426
45,4,7.967145
45,5,7.6615272
47,3,6.64539
55,3,5.768321
53,4,7.967145
63,5,7.3132205
57,2,6.9077554
37,5,7.7440023
47,2,6.7631688
34,5,7.4338436
37,5,7.967145
29,2,5.9914646
35,3,5.9914646
35,5,6.9995594
54,5,7.6103578
48,5,7.9332447
43,5,6.3279366
47,4,7.7271957
54,5,7.967145
29,4,7.3693047
37,3,6.2146082
41,3,5.9914646
50,5,7.967145
67,5,7.3382382
48,2,6.9810057
44,5,7.967145
52,4,7.7270947
32,3,7.2050037
31,4,7.2050037
29,4,6.9631901
34,2,6.64539
55,2,6.2393007
29,2,6.7100358
38,5,7.1641788
41,4,7.9193563
23,3,6.5792513
34,5,7.967145
51,2,6.3969297
29,1,6.0402546
46,4,7.0900769
61,2,7.3375359
43,5,7.3211884
57,3,7.1686339
33,2,6.2146082
44,4,7.3991594
38,1,6.779922
36,1,6.779922
49,2,7.8320141
31,2,5.9914646
33,1,6.2690964
32,1,6.2690964
60,5,7.7295814
36,3,7.469563
33,2,7.7437034
36,3,6.1070228
24,4,6.5117455
30,4,6.4614682
38,3,7.130899
25,1,6.9660244
43,3,7.3540425
33,3,7.0900769
43,4,7.7848229
58,4,6.64539
46,2,6.779922
72,1,5.6167712
33,4,6.9902563
45,5,7.0996394
48,5,7.2442274
30,3,6.7631688
52,4,7.115387
42,4,7.967145
36,4,7.967145
21,2,6.3969297
55,4,7.7927904
44,4,7.6009026
21,3,5.2983174
49,4,7.967145
33,4,7.2050037
28,2,6.5904107
37,1,6.0544395
35,4,7.7439027
42,2,7.9669337
28,2,7.1546154
41,1,6.6200733
58,3,7.2331738
43,2,6.2146082
65,4,7.8240461
23,3,5.0751739
41,4,6.1633148
40,2,5.7037826
33,3,7.3385372
53,1,6.253829
51,1,6.868526
60,2,6.0867748
51,5,6.6700816
42,4,7.467371
68,4,5.7525725
21,2,6.1202974
30,3,6.9077554
71,2,5.1239638
51,2,6.6200733
25,2,7.0501227
41,3,6.6846118
38,5,7.5103869
64,4,5.7037826
70,4,5.521461
33,2,6.5191474
36,4,7.7012
58,3,7.377759
70,5,7.4558768
39,4,5.857933
38,2,6.1333981
32,3,6.363028
25,2,7.0501227
22,2,6.1753683
58,5,7.0501227
25,2,6.3561077
54,3,6.6846118
43,3,7.8320141
44,2,5.9401712
33,3,7.0329771
40,4,6.8330317
22,3,5.9401712
60,2,6.6941781
23,3,7.0900769
53,4,7.7439027
66,3,7.3385372
59,4,7.967145
26,5,7.3689704
30,5,7.5098829
38,2,6.7334018
57,5,7.5616779
25,4,6.4222398
55,3,5.9305196
67,2,5.857933
37,4,6.6883545
65,2,6.9077554
32,1,7.2050037
40,5,7.3385372
37,3,6.1737862
43,4,7.2327332
64,3,6.49224
21,2,4.7004805
31,2,5.9914646
47,5,6.3134031
62,3,7.4781699
50,5,7.4782996
54,5,7.5098829
63,4,6.7631688
44,2,6.6066504
26,4,6.868526
23,4,6.0919886
62,4,7.84659
27,4,6.779922
26,2,7.2050037
50,2,6.6846118
37,3,6.363028
50,4,6.0867748
25,4,6.363028
48,3,6.779922
36,4,7.5103869
44,3,6.3969297
32,3,7.495542
58,3,7.2739944
34,3,6.7731948
51,2,7.0508509
62,2,5.3706379
35,5,7.1461658
27,2,5.9914646
53,5,7.1353769
29,1,6.6463904
58,2,7.3505163
57,3,7.0900769
62,4,5.521461
36,3,7.3991594
52,3,7.1853871
55,4,6.1862087
39,5,6.64539
47,3,6.6846118
33,3,6.869534
57,5,5.529429
25,4,6.8483238
48,4,7.3991594
35,2,6.7334018
33,2,6.6401372
57,3,7.0387836
41,5,7.0412803
36,3,6.7351861
43,5,7.0996394
22,4,5.7037826
41,3,5.9401712
35,2,6.7351861
50,3,6.6951809
41,3,6.64539
22,1,5.521461
56,2,7.5103869
40,3,6.7631688
58,2,7.5600805
55,4,7.499805
49,5,6.7228703
45,2,6.6200733
24,3,6.3969297
35,5,6.8679743
51,5,7.0508509
52,2,7.967145
46,4,7.5616417
29,5,7.0508509
58,3,6.5510802
45,3,6.3279366
46,2,6.779922
47,3,6.779922
59,3,6.9077554
62,3,6.5995984
38,2,6.612041
37,5,6.868526
55,4,6.253829
46,3,7.0900769
52,2,6.779922
62,5,7.84659
60,3,7.2605224
26,2,6.7851467
58,2,4.9698133
48,3,6.3577037
31,3,6.6846118
24,3,6.253829
32,2,6.5220928
64,4,7.4428968
43,4,6.8243737
26,4,7.0508509
60,2,7.2882104
53,3,6.0776424
52,2,6.9498563
44,2,6.3279366
30,5,6.6398759
32,2,7.8139958
28,3,6.4297194
50,4,6.612041
42,2,6.9077554
64,4,6.4661446
49,2,6.8511848
44,3,7.1831117
60,2,7.3572373
30,4,7.3689704
56,2,6.2154078
52,2,7.3987861
25,3,6.3561077
43,3,6.9994226
60,2,6.9077554
46,4,7.4558768
56,2,6.7177081
32,4,7.8240461
74,3,6.5930448
56,4,7.6104717
23,2,6.253829
50,2,6.5892015
49,2,7.456316
56,3,6.3969297
74,5,7.3382382
42,2,5.8861041
26,1,6.3935909
35,3,6.3543701
24,2,5.9401712
45,4,7.967145
46,2,6.5294189
32,2,6.6846118
51,4,7.5098829
47,1,7.967145
61,3,7.5207763
29,3,5.6698809
55,3,6.6933236
39,4,7.5098829
41,1,5.768321
40,3,6.868526
61,2,6.6846118
30,3,6.1789808
36,4,6.5792513
51,2,6.5220928
25,2,6.2146082
23,4,6.3969297
45,4,7.7927618
67,2,7.6009026
48,3,5.8861041
52,3,6.9517722
27,4,6.3969297
50,3,7.456316
48,3,6.3279366
46,3,7.0100322
45,5,7.8691645
45,4,7.9537225
53,2,6.9469762
24,2,6.9077554
44,5,7.967145
40,2,6.9469762
25,4,7.2331738
25,1,6.3279366
34,1,6.8277049
